,address,birthdate,blood_group,company,job,mail,name,phone,residence,sex,ssn,username,website
753,"ст. Салехард, ул. Широкая, д. 17, 739681",1994-04-26,0-,АО «Александрова»,Таксист,kolesnikovleonti@mail.ru,Сысоев Эрнест Харламович,+7 (851) 824-9618,"с. Назрань, ул. Целинная, д. 12, 568723",M,392540118543,pahomovostap,"['http://www.ip.net/', 'http://npo.net/']"
754,"г. Боровск, ул. Высокая, д. 90, 024624",1989-04-27,AB-,"НПО «Авдеев, Жуков и Суханова»",Упаковщик,blinovalukija@rambler.ru,Сазонова Валерия Макаровна,+7 420 051 32 56,"клх Усть-Баргузин, ул. Прудная, д. 63, 122948",F,243617099729,egerasimov,['https://www.ao.ru/']
755,"ст. Дубна, ул. Водников, д. 37, 637436",2017-11-30,B-,ИП «Михайлова»,Продавец,gvasileva@yahoo.com,Гурьев Лазарь Авдеевич,+7 454 459 9699,"с. Всеволожск, ул. Красноярская, д. 00, 184627",M,023983235158,zkalinina,"['http://rao.biz/', 'http://rao.ru/']"
756,"с. Усть-Ишим, ул. Камская, д. 47, 780398",1977-04-19,B-,"ИП «Авдеев, Тетерина и Кузнецов»",Невропатолог,gushchinparfen@gmail.com,Шубин Венедикт Чеславович,+7 (559) 714-58-04,"п. Смоленск, ул. Космонавтов, д. 43, 490591",M,165343375167,ponomarevavarvara,"['https://www.moiseeva.info/', 'https://ip.org/', 'http://www.rao.info/', 'https://rao.edu/']"
757,"г. Североморск, ул. Вокзальная, д. 40, 676926",1987-08-09,B+,"НПО «Тихонов, Беспалова и Евдокимова»",Автослесарь,zinovisharov@rambler.ru,Елисеева Любовь Натановна,+7 (212) 314-28-36,"к. Орехово-Зуево, ул. Казачья, д. 20, 157568",F,355566235149,orlovdobroslav,"['https://rao.org/', 'http://ip.net/']"
758,"г. Всеволожск, ул. Маяковского, д. 21, 732141",2009-02-04,B-,ИП «Субботин-Беспалова»,Доярка,bogdanovaanzhelika@gmail.com,Мамонтова Ольга Матвеевна,+7 642 168 8076,"клх Устюжна, ул. Советской Армии, д. 80, 994545",F,559704496195,agapsavelev,['https://npo.edu/']
759,"д. Сковородино, ул. Луначарского, д. 11, 270171",2003-11-05,A+,АО «Николаев-Наумова»,Горнострелок,vlaskudrjashov@rambler.ru,Сидорова Мария Степановна,+7 299 439 8228,"клх Златоуст, ул. Сплавная, д. 25, 121269",F,160530893503,ukuznetsova,"['https://ao.com/', 'http://www.rao.net/', 'https://npo.com/', 'https://ao.org/']"
760,"п. Подольск, ул. Широкая, д. 27, 950525",2000-04-24,AB-,АО «Осипова Рожкова»,Искусствовед,svjatoslav1996dorofe_1976@gmail.com,Носкова Евдокия Степановна,+7 138 089 09 28,"к. Сальск, ул. Сенная, д. 20, 919246",F,676442180227,german1984gavrila_1983,"['http://rao.net/', 'http://www.yakovlev.edu/', 'http://npo.biz/']"
761,"п. Беслан, ул. Кавказская, д. 73, 348667",1971-08-07,0-,РАО «Пономарев-Мельникова»,Инженер по Технике Безопасности,nikifor93@yahoo.com,Панова Лидия Ефимовна,+7 659 389 7178,"к. Кашира, ул. Репина, д. 11, 814700",F,588782114294,bolshakovaevgenija,"['http://www.ip.info/', 'https://www.ip.edu/', 'http://semenova.org/']"
762,"д. Таштагол, ул. Энтузиастов, д. 19, 293548",1991-06-29,0+,АО «Моисеева Самойлова»,Хлебороб,loginovafevronija@gmail.com,Антонова Надежда Наумовна,+7 (415) 090-0000,"к. Чегем, ул. Энергетиков, д. 05, 240743",F,914784448187,ipat2008izjaslav_1978,['https://www.npo.ru/']
763,"п. Урай, ул. Поперечная, д. 75, 814215",1980-07-29,0-,Рожков,Морской пехотинец,davidovhristofor@hotmail.com,Анисимова Прасковья Игоревна,+7 659 765 71 24,"с. Тотьма, ул. Морозова, д. 23, 453257",F,774932298519,nekrasovjan,['http://rao.edu/']
764,"с. Салават, ул. Энгельса, д. 07, 631076",1971-01-22,AB-,НПО «Орлов Зайцев»,Клинер,orestmuhin@yandex.ru,Баранова Таисия Никифоровна,+7 233 673 0128,"к. Заводоуковск, ул. Свердлова, д. 52, 497957",F,287399537540,bzimin,"['https://ao.ru/', 'http://npo.org/']"
765,"г. Оса, ул. Свердлова, д. 24, 069171",2016-02-23,0+,АО «Мясникова Петухова»,Ихтиолог,agafon58@hotmail.com,Галкина Ирина Аскольдовна,+7 207 691 90 38,"г. Кош-Агач, ул. Павлика Морозова, д. 48, 132559",F,295552219773,blavrentev,['http://www.rao.biz/']
766,"д. Сосногорск, ул. Полярная, д. 39, 626229",1995-04-29,B+,Нестеров,Писатель,dbaranova@yahoo.com,Прохорова Вероника Даниловна,+7 (861) 190-89-41,"д. Серафимович, ул. Строительная, д. 33, 563815",F,998375751184,moiserjabov,"['http://npo.org/', 'https://www.rao.org/', 'https://novikov.ru/']"
767,"ст. Валаам, ул. Клубная, д. 67, 262277",1993-12-23,AB-,НПО «Дорофеева»,Организатор свадеб,milen73@gmail.com,Тимофеев Кондратий Борисович,+7 664 387 7600,"д. Зарайск, ул. Окружная, д. 72, 710151",M,686800154997,bojan1989maksim_1991,"['http://npo.org/', 'http://ip.com/', 'https://dmitrieva.info/']"
768,"с. Середниково, ул. Февральская, д. 31, 264927",1973-03-06,AB-,НПО «Одинцов Авдеева»,Гастроэнтеролог,makarovparamon@gmail.com,Меркушева Наина Юльевна,+7 (800) 059-98-96,"д. Светлогорск (Калин.), ул. Терешковой, д. 37, 501992",F,192113159501,evstafi66,['https://www.ao.ru/']
769,"д. Сарапул, ул. Чайкиной, д. 16, 160006",1992-05-05,0+,ИП «Суворов Авдеева»,Борт-радист,marija10@mail.ru,Беляков Конон Бориславович,+7 494 384 48 50,"п. Нязепетровск, ул. Юности, д. 66, 081186",M,218366063699,tverdislav_96,['https://aleksandrov.net/']
770,"клх Волхов, ул. Мелиораторов, д. 04, 696724",1996-02-03,0+,ИП «Ершова Субботина»,Военный юрист,voronovklavdi@hotmail.com,Одинцова Эмилия Вадимовна,+7 (140) 818-32-15,"ст. Краснодар, ул. Пожарского, д. 25, 392052",F,853930117463,jakushevkondrat,"['http://ao.ru/', 'https://ip.info/']"
771,"клх Красноярск, ул. Ручейная, д. 97, 815093",1986-10-29,A-,НПО «Кулакова Сорокин»,Автогонщик,utitova@mail.ru,Герасимова Зоя Богдановна,+7 (431) 946-37-98,"г. Аршан (Бурят.), ул. Покровская, д. 85, 208551",F,757222741491,vladilen28,"['https://miheev.edu/', 'https://www.rao.net/']"
772,"д. Ковров, ул. Проточная, д. 21, 883197",1985-03-13,AB+,АО «Мухин Павлов»,Корректировщик,mark50@yahoo.com,Белова Ия Ильинична,+7 001 205 1642,"ст. Крымск, ул. Монтажников, д. 12, 656877",F,495164114315,shilovlev,"['https://www.rao.org/', 'http://npo.com/']"
773,"п. Усинск, ул. Краснофлотская, д. 77, 264605",1978-05-07,0+,Петров,Машинист,drozdovazhanna@yandex.ru,Никитин Зиновий Еремеевич,+7 553 106 4230,"к. Объячево, ул. Весенняя, д. 08, 896775",M,887174351120,tamara_94,['https://rao.ru/']
774,"д. Белорецк, ул. Энергетическая, д. 14, 304925",1980-05-26,AB-,НПО «Белова-Белова»,Врач функциональной диагностики,fadeevmatve@gmail.com,Тихонов Федот Демьянович,+7 021 340 1348,"п. Ербогачен, ул. Кольцевая, д. 73, 911304",M,340921973643,mili82,"['http://www.rao.edu/', 'https://www.rao.info/']"
775,"с. Александровск, ул. 9 Мая, д. 63, 834608",1993-07-18,A+,АО «Афанасьев»,Иллюстратор,ija_54@mail.ru,Сергеев Лавр Эдуардович,+7 105 761 6594,"с. Ковров, ул. Элеваторная, д. 77, 016432",M,525144454864,budimir87,['http://www.rao.com/']
776,"клх Киров (Вятка), ул. Войкова, д. 72, 886420",1976-08-02,A-,Устинов,Радиомеханик,mjasnikovakira@yandex.ru,Федосеев Спиридон Ефремович,+7 (486) 057-46-96,"ст. Чехов, ул. Речная, д. 25, 358692",M,467596810853,baranovairina,"['https://www.rao.biz/', 'https://www.rao.info/', 'http://www.npo.org/', 'http://www.rao.info/']"
777,"п. Шатура, ул. Владимирская, д. 35, 560328",1990-12-14,A-,РАО «Третьякова-Бурова»,Химик-технолог,varlaam_30@yahoo.com,Горбунов Радован Ефстафьевич,+7 109 491 94 87,"д. Токсово, ул. Фурманова, д. 51, 877356",M,230474090656,romanovaljubov,['https://bespalov.edu/']
778,"ст. Кяхта, ул. Хуторская, д. 56, 491567",1971-05-13,A-,ИП «Филатов Гордеева»,Орнитолог,molchanovgerman@hotmail.com,Русаков Прохор Измаилович,+7 456 900 99 55,"с. Верхний Уфалей, ул. 40 лет Победы, д. 31, 687117",M,284666818742,savinmatve,"['http://rao.com/', 'https://www.rao.ru/', 'https://krjukova.edu/']"
779,"ст. Новая Игирма, ул. Моховая, д. 05, 495551",2016-03-22,A-,АО «Цветков Ковалев»,Инженер-гидравлик,pborisov@yahoo.com,Овчинникова Алевтина Ниловна,+7 126 511 3972,"г. Находка, ул. Высоковольтная, д. 30, 338584",F,326684602073,rdanilov,['https://ao.biz/']
780,"п. Кырен, ул. Макарова, д. 78, 480182",1987-10-19,0+,Орехов,Оториноларинголог,lazarpavlov@yandex.ru,Ковалев Борислав Валерьянович,+7 (008) 370-4878,"с. Тутончаны, ул. Каштановая, д. 85, 453727",M,830070894955,gennadi_99,['https://www.npo.biz/']
781,"д. Азов (Рост.), ул. Балтийская, д. 27, 153954",1981-12-04,0+,РАО «Кабанов Савельева»,Стрелок,samuil_82@yandex.ru,Родионов Бажен Геннадиевич,+7 (464) 750-0062,"ст. Курумкан, ул. Магистральная, д. 52, 872223",M,276833903722,elizaveta39,"['https://www.ao.biz/', 'https://mjasnikov.net/', 'http://www.npo.ru/']"
782,"г. Кингисепп, ул. Тамбовская, д. 78, 660143",1982-01-01,AB+,"ИП «Аксенова, Владимирова и Афанасьева»",Кондитер,baranovkarp@hotmail.com,Кудряшова Василиса Ефимовна,+7 722 907 6757,"клх Можга, ул. Учительская, д. 29, 515136",F,561414637588,makarovamvrosi,"['http://rao.edu/', 'http://rao.net/', 'https://ao.net/', 'http://www.lapina.ru/']"
783,"д. Троицк (Моск.), ул. Лесная, д. 24, 382306",1978-10-08,AB+,"ИП «Медведев, Медведева и Михеев»",Страховой агент,demjan92@rambler.ru,Данилов Глеб Витальевич,+7 297 666 36 12,"клх Можайск, ул. Парижской Коммуны, д. 81, 608527",M,284261916253,antonovaalla,['http://www.npo.com/']
784,"клх Челюскин, ул. Тургенева, д. 51, 496904",2011-06-27,A+,ИП «Шубина-Субботина»,Океанолог,sergekabanov@gmail.com,Ковалев Милан Еремеевич,+7 (923) 876-37-24,"г. Лянтор, ул. Мелиоративная, д. 27, 361730",M,067276214024,moise2005demid_2011,"['https://ip.ru/', 'http://ip.org/', 'https://www.ao.com/', 'https://maksimov.org/']"
785,"с. Усть-Илимск, ул. Нижняя, д. 24, 647381",1994-02-05,AB-,Ефремов,Астроном,filippovisa@hotmail.com,Вишнякова Иванна Сергеевна,+7 (531) 007-0488,"клх Игнашино, ул. Кошевого, д. 91, 872563",F,409505126201,filatovfeofan,"['https://www.ip.com/', 'http://www.rao.biz/', 'https://www.matveeva.com/']"
786,"г. Арзамас, ул. Ударная, д. 37, 107053",1977-11-12,0+,"РАО «Владимирова, Коновалов и Овчинникова»",Вокалист,uljanorehov@yandex.ru,Филатов Аггей Антонович,+7 341 522 5109,"п. Березники, ул. Восточная, д. 73, 833596",M,962517436145,ratibor20,"['http://www.sazonova.net/', 'https://litkina.info/']"
787,"с. Шаховская, ул. Привольная, д. 43, 829939",1992-03-10,B+,"НПО «Белоусова, Дмитриева и Селезнева»",Начальник склада,nifont_05@gmail.com,Носова Варвара Болеславовна,+7 929 962 6150,"д. Малоярославец, ул. Морская, д. 52, 144036",F,976021193901,feoktist34,"['http://www.birjukova.edu/', 'https://ip.info/', 'http://ip.com/', 'http://rao.info/']"
788,"п. Люберцы, ул. Красноярская, д. 56, 483394",1980-12-10,0-,"НПО «Брагина, Лыткина и Исаков»",Радиолог,gusevavarvara@gmail.com,Зайцев Ульян Богданович,+7 (829) 423-8713,"клх Пинега, ул. 40 лет Победы, д. 30, 891152",M,485107549000,bkudrjavtseva,['https://www.rao.com/']
789,"п. Клин, ул. Строителей, д. 52, 536733",2010-10-26,AB+,АО «Рогова-Некрасов»,Териолог,tdmitriev@yahoo.com,Сафонов Ульян Фомич,+7 401 162 1875,"г. Шахты, ул. Нагорная, д. 31, 095672",M,215011897666,anike59,"['https://nikiforova.biz/', 'http://www.rao.ru/', 'https://www.ao.net/', 'https://rao.net/']"
790,"п. Салехард, ул. Путевая, д. 21, 426574",2013-02-21,0+,АО «Гуляева-Потапов»,Монтажник,nina72@gmail.com,Яковлева Елизавета Эдуардовна,+7 011 679 5037,"г. Североуральск, ул. Лунная, д. 56, 854853",F,256192257032,tverdislavkonovalov,"['https://www.npo.net/', 'https://www.npo.info/']"
791,"клх Буйнакск, ул. Курчатова, д. 83, 728077",2003-04-25,AB-,ИП «Харитонов»,Командир,artemihohlov@gmail.com,Хохлов Твердислав Игнатович,+7 (963) 171-27-18,"д. Верхотурье, ул. Пролетарская, д. 50, 290595",M,985436463745,kirill77,"['http://www.npo.info/', 'https://www.ao.org/']"
792,"с. Гремячинск (Перм.), ул. Поселковая, д. 02, 312039",1978-06-10,A+,Крюков,Бортпроводник/стюард,fadeevmaksimiljan@yandex.ru,Вишнякова Татьяна Кирилловна,+7 (871) 072-4268,"к. Шелагонцы, ул. Ярославская, д. 15, 121833",F,101148091330,viktortihonov,"['http://www.ip.ru/', 'http://ilin.com/', 'https://ao.net/']"
793,"п. Андреаполь, ул. Гаражная, д. 21, 541117",2003-06-04,B+,АО «Владимирова»,Критик,ershovagap@mail.ru,Дорофеев Фирс Валерианович,+7 (452) 796-1410,"к. Соль-Илецк, ул. Проезжая, д. 50, 023038",M,348393772881,panfilmakarov,"['http://mjasnikova.ru/', 'https://ip.org/']"
794,"д. Плесецк, ул. Вольная, д. 01, 273052",1987-06-22,AB-,ИП «Сазонова-Панфилов»,Аккумуляторщик,foma1984polina_1994@rambler.ru,Елисеев Аполлинарий Егорович,+7 (826) 032-96-88,"п. Вилюйск, ул. Ростовская, д. 66, 167037",M,169460130984,jan36,"['https://www.npo.ru/', 'http://npo.com/', 'https://ip.info/']"
795,"п. Карталы, ул. Тупиковая, д. 18, 825664",2017-03-30,A+,АО «Самойлова-Одинцов»,Океанолог,akapustin@yahoo.com,Самойлов Юлий Вячеславович,+7 (856) 151-0775,"д. Салехард, ул. Культуры, д. 00, 487628",M,891522407139,averjankononov,['https://ao.edu/']
796,"г. Краснотурьинск, ул. Молодежная, д. 02, 476247",2007-09-13,A-,Буров,Банкир,andreevkasjan@yahoo.com,Белов Аникита Трифонович,+7 (785) 554-05-66,"п. Куртамыш, ул. Сахалинская, д. 44, 517534",M,946357515132,baranovsevastjan,"['http://shubina.ru/', 'https://ao.info/']"
797,"с. Сковородино, ул. Коллективная, д. 57, 970644",2013-01-19,B-,ИП «Артемьева»,Врач скорой помощи,gromovtit@rambler.ru,Сидоров Мечислав Даниилович,+7 (504) 953-9042,"ст. Верхнее Пенжино, ул. Заводская, д. 50, 964311",M,829203516889,efremovaakulina,"['http://ip.com/', 'https://sharova.biz/']"
798,"клх Невельск, ул. Ростовская, д. 97, 748083",2002-05-15,A+,"РАО «Селезнев, Беляков и Новиков»",Кузнец,merkushevgedeon@hotmail.com,Веселова Ульяна Рудольфовна,+7 (675) 887-0858,"д. Краснотурьинск, ул. Короленко, д. 78, 568969",F,512171037934,agap_61,"['https://www.kulikov.org/', 'https://www.rao.net/', 'https://beljaev.edu/']"
799,"к. Бомнак, ул. Больничная, д. 35, 100007",1988-12-12,A+,АО «Исакова Ковалева»,Артист цирка,efimovkondrati@yandex.ru,Туров Алексей Александрович,+7 (214) 190-0136,"ст. Южно-Курильск, ул. Краснодарская, д. 82, 361567",M,471179416201,uljanshashkov,"['https://www.ao.org/', 'https://www.shilova.net/']"
800,"клх Котлас, ул. Вокзальная, д. 89, 349945",1995-01-15,A+,"АО «Макаров, Михайлов и Денисова»",Няня,cmuraveva@hotmail.com,Некрасова Ульяна Алексеевна,+7 (203) 913-2695,"п. Ербогачен, ул. Березовая, д. 51, 733066",F,214165155857,guljaevaolimpiada,['https://rao.edu/']
801,"г. Можга, ул. Фрунзе, д. 23, 618030",2003-12-12,0-,Пахомов,Генетик,stepanovaeleonora@mail.ru,г-жа Ситникова Зоя Артемовна,+7 670 962 93 27,"ст. Тайшет, ул. Лесная, д. 96, 109603",F,047337816848,ustinovpavel,"['https://npo.biz/', 'http://www.ao.biz/', 'https://npo.net/', 'http://www.ao.com/']"
802,"с. Ахтубинск, ул. Торговая, д. 40, 236957",1985-11-19,0+,АО «Марков»,Критик,cfilippov@yahoo.com,Анисимова Анжелика Николаевна,+7 (921) 536-5143,"с. Железногорск(Курск.), ул. Некрасова, д. 50, 177875",F,918482115159,ruslankudrjashov,"['https://rao.info/', 'https://ao.org/', 'http://www.novikov.info/', 'http://www.rao.biz/']"
803,"с. Сыктывкар, ул. Белорусская, д. 28, 345902",1975-03-12,A-,РАО «Зайцев»,Инженер-акустик,juri08@yandex.ru,Петухова Варвара Валериевна,+7 323 472 5517,"г. Брянск, ул. Совхозная, д. 87, 481802",F,504653455675,cbeljakova,['https://ip.edu/']
804,"с. Неплюевка, ул. Лазурная, д. 00, 368620",2003-04-28,B-,"НПО «Белоусова, Шилова и Фомин»",Трейдер,emilvasilev@yahoo.com,Иванова Жанна Олеговна,+7 (313) 224-42-26,"ст. Руза, ул. Островского, д. 26, 530766",F,284967410215,evdokimovmaksim,"['https://www.ao.biz/', 'http://yakovlev.ru/', 'http://ip.com/']"
805,"п. Губаха, ул. Рылеева, д. 09, 261898",1997-08-28,B+,АО «Красильников»,Профпатолог,smirnovjuvenali@hotmail.com,Орлова Валерия Кузминична,+7 521 437 7050,"д. Горно-Алтайск, ул. Маркса, д. 88, 641185",F,744708312536,baranovermola,"['https://ao.ru/', 'http://www.gavrilov.net/']"
806,"ст. Адыгейск, ул. Кузнецкая, д. 28, 515599",2002-12-09,AB-,РАО «Устинов Калашникова»,Токсиколог,konstantinovirakli@mail.ru,Горшков Гурий Владиславович,+7 034 866 56 00,"д. Кущевская, ул. Кузнечная, д. 89, 891689",M,687638855908,faina_87,['http://www.npo.net/']
807,"г. Вендинга, ул. Выгонная, д. 48, 292911",1973-08-25,AB+,НПО «Соколова-Фокина»,Торакальный хирург,pavel78@rambler.ru,Фадеев Владилен Гертрудович,+7 563 533 2560,"ст. Гусь-Хрустальный, ул. Чкалова, д. 15, 829091",M,485463171660,maja06,"['http://www.agafonov.info/', 'https://www.rao.net/']"
808,"п. Нарым, ул. Рабочая, д. 58, 053791",2014-09-22,0-,РАО «Орехов Калашников»,Садовник,gavrilovvenedikt@mail.ru,Марков Фока Августович,+7 (461) 242-2954,"д. Лабытнанги, ул. Курортная, д. 99, 596606",M,039681021560,melnikovdemid,['https://ip.info/']
809,"г. Всеволожск, ул. Толстого, д. 85, 577503",2001-01-29,B-,РАО «Крюкова-Доронин»,Борт-стрелок,zhukovsidor@hotmail.com,Емельянова Людмила Романовна,+7 (133) 286-37-47,"клх Тавда, ул. Глинки, д. 70, 689431",F,749476768591,osipovgerasim,"['https://npo.com/', 'https://www.avdeev.biz/', 'https://www.ao.org/', 'https://www.afanaseva.com/']"
810,"клх Архыз, ул. Проезжая, д. 44, 463969",1989-03-08,B-,АО «Евдокимова»,Страховой агент,arkadi2017julian_1973@rambler.ru,Константинова Алина Тарасовна,+7 323 920 79 79,"с. Дубна, ул. Братская, д. 74, 134679",F,738549341887,potapkononov,"['http://ip.org/', 'https://www.mjasnikov.org/', 'http://ip.edu/']"
811,"п. Ревда (Сверд.), ул. Рябиновая, д. 77, 030948",2001-07-14,A-,НПО «Кудряшов»,Издатель,fortunatosipov@yahoo.com,Сорокин Ипат Георгиевич,+7 713 690 0953,"д. Касимов, ул. Средняя, д. 21, 006718",M,946009149109,morozovlev,"['https://www.ip.edu/', 'http://www.ao.net/']"
812,"клх Поронайск, ул. Рязанская, д. 16, 115250",2010-07-11,B+,АО «Горбунова»,Брейдер,kazakovserge@hotmail.com,Макарова Маргарита Игоревна,+7 (585) 690-4023,"клх Тавда, ул. Димитрова, д. 43, 174395",F,366384294656,militsa_22,"['https://npo.info/', 'https://www.ao.info/', 'https://www.npo.org/', 'http://npo.com/']"
813,"п. Томпа, ул. Минина, д. 05, 640104",2017-03-03,A+,НПО «Бирюков»,Инженер-лаборант,kabanovanike@yandex.ru,Казаков Тихон Фомич,+7 475 748 8978,"с. Хасан, ул. Тенистая, д. 03, 723315",M,282182149391,kazakovleonti,['https://www.rodionova.com/']
814,"с. Челюскин, ул. Ставропольская, д. 52, 587550",2012-08-19,0+,РАО «Гуляева Яковлева»,Корректор,kuprijandmitriev@gmail.com,Шубина Наталья Эдуардовна,+7 (789) 864-64-29,"г. Орел, ул. Тургенева, д. 89, 469304",F,231254650038,nadezhda2008lavrenti_2000,"['http://popova.org/', 'https://www.npo.edu/', 'https://ip.edu/']"
815,"п. Приозерск, ул. Ореховая, д. 67, 810576",1982-08-09,B+,"РАО «Фокин, Воробьева и Соловьев»",Кондитер,iosif1990ladislav_2008@hotmail.com,Ермакова Людмила Антоновна,+7 988 225 0654,"с. Миасс, ул. Блюхера, д. 55, 981498",F,067240591650,karpkrilov,"['https://www.ilin.com/', 'http://ip.biz/']"
816,"д. Оймякон, ул. Базарная, д. 79, 906903",1985-02-18,AB-,"АО «Пестова, Крылова и Воронцов»",Психиатр,zinovevstojan@gmail.com,Евсеева Анжела Тимуровна,+7 396 751 07 54,"с. Диксон, ул. Парковая, д. 90, 384040",F,096082086772,arhipovprokofi,['http://www.kapustin.edu/']
817,"с. Асбест, ул. Победа, д. 51, 700037",1995-12-27,A+,НПО «Богданов»,Декан,nromanov@hotmail.com,Рогов Варфоломей Александрович,+7 (788) 566-29-16,"г. Беломорск, ул. Подлесная, д. 41, 576610",M,258539250446,kondrat32,"['http://ip.net/', 'https://npo.ru/', 'http://sharapova.net/', 'http://www.ao.info/']"
818,"с. Шатой, ул. Маркса Карла, д. 80, 980303",1996-11-04,A-,Королева,Медицинская сестра,nikiforovaanastasija@hotmail.com,Гордеев Добромысл Афанасьевич,+7 (521) 742-9544,"г. Мыс Шмидта, ул. Владимирская, д. 79, 578836",M,468261076727,noskovnikola,"['https://ip.com/', 'https://ip.org/']"
819,"с. Нефтегорск (Самар.), ул. Раздольная, д. 48, 180061",1974-10-05,AB+,"ИП «Жданов, Елисеев и Ефремов»",Специалист по клеточным технологиям,novikovemil@rambler.ru,г-н. Шарапов Василий Августович,+7 (269) 614-1341,"д. Валдай, ул. Гвардейская, д. 56, 870145",M,461137037252,ljubomir1975aleksandr_1971,"['http://rao.ru/', 'http://rao.info/']"
820,"ст. Псебай, ул. Ермака, д. 12, 128092",1999-01-03,B-,ИП «Гришин»,Бактериолог,ilja2001trofim_1977@hotmail.com,Ковалева Анастасия Борисовна,+7 057 750 0335,"к. Нижний Тагил, ул. Сосновая, д. 40, 976581",F,465306722374,dmitri23,['https://ip.biz/']
821,"ст. Калевала, ул. Медицинская, д. 33, 447373",2009-02-08,A+,РАО «Ситникова Рожков»,Судья,radim94@hotmail.com,Афанасьева Ангелина Кирилловна,+7 351 479 61 41,"п. Звенигород, ул. Луначарского, д. 12, 637209",F,329666637601,blohinignati,['http://www.ip.ru/']
822,"г. Уренгой, ул. Клубная, д. 96, 309279",2004-04-03,AB-,РАО «Ситникова-Титова»,Астрохимик,anatoligorbunov@mail.ru,Борисова Майя Захаровна,+7 (372) 707-0130,"клх Черняховск, ул. Никитина, д. 40, 604256",F,589645152091,kondrati1980agge_1998,"['https://npo.edu/', 'https://www.rao.com/', 'https://ip.org/']"
823,"ст. Норильск, ул. Металлистов, д. 21, 072619",2013-05-10,B-,АО «Дорофеев»,Дипломат,ovlasov@gmail.com,Игнатова Агафья Ефимовна,+7 (038) 578-5825,"г. Верхоянск, ул. Черемуховая, д. 60, 792917",F,666230393110,ostromir78,"['https://rao.com/', 'https://npo.net/', 'https://npo.biz/']"
824,"ст. Гремячинск (Перм.), ул. Черемуховая, д. 41, 532066",1979-06-15,A-,ИП «Мартынова-Фролов»,Логопед,bolshakovstanimir@gmail.com,Филиппов Петр Ильясович,+7 (897) 341-34-81,"ст. Белореченск, ул. Механическая, д. 13, 211436",M,067669687157,zinovevruben,"['https://www.npo.ru/', 'https://npo.net/', 'https://ip.edu/']"
825,"п. Карталы, ул. Ручейная, д. 28, 372528",1974-09-09,B-,Шашкова,Военный судья,ferapontgrishin@rambler.ru,Афанасьев Ульян Даниилович,+7 (951) 377-9435,"д. Уэлен, ул. Клубная, д. 08, 473263",M,507056715610,rodionmatveev,"['https://www.antonov.edu/', 'https://ao.org/', 'https://rao.edu/']"
826,"клх Якутск, ул. Фадеева, д. 90, 044706",1999-02-15,B+,"РАО «Дроздова, Субботина и Аксенова»",Шахтёр,ustinsokolov@yandex.ru,Гордеев Викторин Ефимьевич,+7 (940) 405-51-77,"п. Шадринск, ул. Азовская, д. 51, 813430",M,520429682090,alevtina39,"['http://ip.org/', 'http://www.ao.ru/', 'http://www.rao.com/', 'http://rao.info/']"
827,"д. Жуковский, ул. Казанская, д. 20, 884671",1971-07-06,AB+,Зыков,Зенитчик,dorofeevaanna@rambler.ru,Блинов Рубен Артурович,+7 230 559 7797,"г. Лесной (Сверд.), ул. Тургенева, д. 94, 535821",M,986164189222,subbotingremislav,"['http://rao.org/', 'https://ip.edu/', 'http://www.ip.info/']"
828,"г. Калач, ул. Колхозная, д. 62, 990563",2010-03-03,0-,ИП «Брагина Гусев»,Учитель,ratmir2009ustin_1997@gmail.com,Лихачев Трифон Валентинович,+7 (679) 580-7276,"п. Баргузин, ул. Космодемьянской, д. 25, 940729",M,976642712959,leontimamontov,"['http://www.rao.info/', 'http://semenov.ru/', 'https://www.ip.ru/']"
829,"д. Миллерово, ул. Гражданская, д. 24, 706809",1997-09-25,0-,АО «Владимирова-Горбунова»,Гример,sinklitikija_77@yandex.ru,Казакова Лариса Рубеновна,+7 039 113 1126,"д. Гремячинск (Бурят.), ул. Крестьянская, д. 07, 632879",F,263812265766,judinazoja,"['https://noskov.com/', 'http://npo.net/']"
830,"г. Черняховск, ул. 9 Января, д. 51, 942435",2000-06-07,AB-,НПО «Петухов»,Метеоролог,xjakovlev@yahoo.com,Волкова Элеонора Харитоновна,+7 162 380 0751,"п. Невинномысск, ул. Российская, д. 45, 459517",F,275867834234,fade_15,['http://ip.com/']
831,"с. Туруханск, ул. Целинная, д. 00, 470331",1982-11-25,0+,АО «Юдин Игнатова»,Библиотековед,artemi_78@hotmail.com,Иванов Христофор Валерьянович,+7 829 143 5996,"п. Новороссийск, ул. Дорожная, д. 72, 282928",M,594480339280,gushchinsvetozar,['https://www.filatova.biz/']
832,"с. Луга, ул. Мусы Джалиля, д. 01, 590952",1990-01-03,AB-,РАО «Киселев»,Грейдерист,stepanovvisheslav@mail.ru,Власова Лукия Харитоновна,+7 967 459 89 13,"клх Красногорск (Моск.), ул. Октября, д. 45, 275970",F,984852597787,tvorimir73,"['http://ao.ru/', 'http://www.lapina.biz/']"
833,"клх Макаров, ул. Черемушки, д. 48, 284933",1997-02-02,A+,РАО «Антонова-Самойлов»,Инженер-строитель,dmitrievaija@yahoo.com,Гуляев Мина Ильясович,+7 419 565 7901,"г. Алапаевск, ул. Целинная, д. 83, 268811",M,760805289238,tihonovaljubov,"['http://ip.ru/', 'https://popov.edu/']"
